Price,Pricing,Boat Type,Manufacturer,Type,Year Built,Length,Width,Material,Location,Number of views last 7 days
EUR 36414,36414.00,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",0,7.19,2.52,GRP,Germany,113
EUR 36414,36414.00,Center console boat,Jeanneau power boats,new boat from stock,2020,7.74,2.52,GRP,Germany,65
CHF 39000,40625.00,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"Used boat,Unleaded",2005,8.04,2.89,GRP,Switzerland ,294
CHF 39000,40625.00,Cabin Boat,Windy power boats,"Used boat,Unleaded",1992,7.8,2.5,GRP,Switzerland ,309
EUR 36300,36300.00,Pilothouse,AluForce power boats,new boat from stock,2020,6.8,2.35,,Germany,103
DKK 270000,36290.32,Deck Boat,Yamarin power boats,new boat from stock,2019,6,2,,Denmark,32
CHF 39220,40854.17,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.73,2.29,GRP,Switzerland ,131
CHF 39200,40833.33,Pilothouse,Ranieri International power boats,new boat from stock,0,6.6,2.5,GRP,Switzerland ,158
EUR 36250,36250.00,Sport Boat,KaasbÃ¸ll power boats,"Used boat,Unleaded",2009,6.6,2.3,Aluminium,Germany,187
CHF 39170,40802.08,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.02,2.34,GRP,Switzerland ,269
EUR 36228,36228.00,Sport Boat,AW power boats,"new boat on order,Unleaded",0,5.8,2.08,Aluminium,Germany,146
DKK 269000,36155.91,Bowrider,Yamarin power boats,new boat from stock,2020,5,2,,Denmark,90
CHF 39000,40625.00,Trawler,Escape Sloepen power boats,"new boat from stock,Electric",2018,7.5,2.5,GRP,Switzerland ,166
CHF 39000,40625.00,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1995,6.65,2.42,Plastic,Switzerland ,403
CHF 38950,40572.92,Cabin Boat,Lunde power boats,"Used boat,Diesel",1988,7.15,2.63,GRP,Switzerland ,312
EUR 36000,36000.00,Flybridge,Boston Whaler power boats,"Used boat,Unleaded",2000,7.87,2.59,GRP,Italy,267
CHF 40459,42144.79,Bowrider,Nordkapp power boats,new boat from stock,2019,6.06,2.2,GRP,Switzerland ,172
CHF 40000,41666.67,Cabin Boat,Nimbus power boats,"Used boat,Unleaded",1996,7.8,2.65,GRP,Switzerland ,304
CHF 40290,41968.75,Motor Yacht,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,6.74,2.55,GRP,Switzerland ,194
CHF 39900,41562.50,Sport Boat,Scout Boats power boats,"Used boat,Unleaded",2012,6.8,2.59,GRP,Switzerland ,199
CHF 40040,41708.33,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.94,2.4,GRP,Switzerland ,144
CHF 40000,41666.67,Cabin Boat,,"Used boat,Diesel",2003,7.15,2.95,Plastic,Switzerland ,210
EUR 37000,37000.00,Pilothouse,AMT power boats,new boat from stock,2020,6.4,2.4,GRP,Germany,109
EUR 37000,37000.00,Bowrider,Yamarin power boats,"Used boat,Unleaded",2017,5.66,2.17,Aluminium,Germany,120
EUR 37000,37000.00,Pontoon Boat,Crownline power boats,"Used boat,Unleaded",2005,8.1,2.55,GRP,Italy,404
EUR 37000,37000.00,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.43,2.52,,France,102
EUR 37000,37000.00,Sport Boat,Jeanneau power boats,"Used boat,Unleaded",2009,7.8,2.9,PVC,France,109
EUR 37000,37000.00,Pilothouse,Jeanneau power boats,"Used boat,Diesel",2004,7.28,2.89,PVC,France,71
EUR 37000,37000.00,Launch,Cobalt power boats,"Used boat,Unleaded",2010,7.3,2,,Spain,298
EUR 37000,37000.00,Sport Boat,Bavaria power boats,"Used boat,Unleaded",2003,8.86,2.98,GRP,Italy,215
EUR 37000,37000.00,"Cabin Boat,Classic,Trawler",,Used boat,1926,7.32,1.95,Wood,Germany,260
EUR 38000,38000.00,Pilothouse,Rodman power boats,"Used boat,Diesel",2002,8.4,3.05,PVC,France,88
EUR 38000,38000.00,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2006,7.36,2.55,,France,172
EUR 38000,38000.00,Sport Boat,Larson power boats,"Used boat,Unleaded",2010,7.62,2.47,,France,147
EUR 38000,38000.00,Sport Boat,Quicksilver power boats,"new boat from stock,Unleaded",2020,6,2.34,GRP,Germany,91
EUR 38000,38000.00,Sport Boat,,Used boat,1997,7.75,3.21,GRP,Italy,41
EUR 38000,38000.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.23,2.52,PVC,France,76
EUR 38000,38000.00,Flybridge,Jeanneau power boats,"Used boat,Diesel",1989,10,3.45,PVC,France,67
EUR 38000,38000.00,Pontoon Boat,Saver power boats,Used boat,2020,7.75,2.55,GRP,Italy,131
EUR 38000,38000.00,Trawler,Broom power boats,"Used boat,Diesel",1990,9.7,3.6,PVC,France,70
EUR 38000,38000.00,Bowrider,Sea Ray power boats,"Used boat,Unleaded",2004,8.99,2.95,GRP,France,103
EUR 38000,38000.00,Motor Yacht,,"Used boat,Diesel",1992,12.4,4.3,,Italy,78
EUR 38000,38000.00,Classic,,"Used boat,Unleaded",2007,6.5,1.8,Wood,Germany,184
EUR 38000,38000.00,Cabin Boat,Alfastreet Marine power boats,"Used boat,Electric",2014,7.8,2.45,GRP,Austria,123
EUR 38000,38000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2002,9.18,3.1,PVC,France,82
EUR 38000,38000.00,Pilothouse,Rhea power boats,"Used boat,Diesel",2004,8.85,2.84,,Italy,175
EUR 38900,38900.00,Pilothouse,Quicksilver power boats,Used boat,2019,5.75,2.54,,Germany,49
EUR 38900,38900.00,Pontoon Boat,Italmar power boats,"Used boat,Unleaded",2017,6.5,2.4,GRP,Italy,222
EUR 38900,38900.00,Motor Yacht,Four Winns power boats,new boat from stock,0,6.1,2.54,,Germany,56
EUR 38900,38900.00,Cabin Boat,Biam power boats,"Used boat,Diesel",1995,8.35,2.85,GRP,Netherlands,161
EUR 38900,38900.00,Bowrider,Saxdor power boats,"new boat on order,Unleaded",2020,5.94,2.29,,Germany,113
EUR 38900,38900.00,Sport Boat,Princess power boats,"Used boat,Diesel",1991,9,3,GRP,Croatia,113
CHF 42000,43750.00,"Classic,Runabout",Comitti power boats,"Used boat,Unleaded",1963,5.3,1.9,Wood,Switzerland ,133
CHF 42000,43750.00,Pilothouse,Loon power boats,"Used boat,Unleaded",2012,6.4,2.1,Aluminium,Switzerland ,84
CHF 42000,43750.00,Fishing Boat,Pegazus power boats,Used boat,2020,5.6,2.54,,Switzerland ,200
DKK 289000,38844.09,Bowrider,Jeanneau power boats,new boat from stock,2019,6,2,,Denmark,153
EUR 38794,38794.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",0,7.43,2.81,GRP,Germany,61
EUR 38794,38794.00,Pilothouse,Jeanneau power boats,new boat on order,2020,7.43,2.81,GRP,Germany,60
EUR 38748,38748.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6,2,PVC,Spain,73
EUR 38700,38700.00,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,PVC,France,85
CHF 42000,43750.00,"Cabin Boat,Sport Boat",Chaparral power boats,"Used boat,Unleaded",1993,8.5,2.75,Plastic,Switzerland ,462
CHF 42000,43750.00,Sport Boat,Ilver power boats,"Used boat,Unleaded",2000,9,2.93,GRP,Switzerland ,620
CHF 42270,44031.25,Bowrider,Bayliner power boats,"new boat from stock,Unleaded",2020,5.49,2.2,GRP,Switzerland ,300
EUR 39000,39000.00,Pilothouse,Yamarin power boats,new boat from stock,2020,6.05,2.32,Aluminium,Germany,164
EUR 39000,39000.00,Motor Yacht,Cranchi power boats,"Used boat,Unleaded",1994,9.92,3.1,GRP,Italy,109
EUR 39000,39000.00,Pilothouse,,"Used boat,Diesel",2007,8.6,2.56,GRP,France,107
EUR 39000,39000.00,Center console boat,,Used boat,2006,11,2.34,GRP,Italy,111
EUR 39000,39000.00,Sport Boat,Damor power boats,"Used boat,Diesel",2004,9.3,2.99,GRP,Croatia,77
EUR 39000,39000.00,Sport Boat,Riva power boats,"Used boat,Unleaded",1979,11.68,3.88,GRP,Italy,251
EUR 39000,39000.00,Sport Boat,Rinker power boats,"Used boat,Gas",2008,9.14,2.77,GRP,Italy,163
EUR 39000,39000.00,Cabin Boat,Amerglass power boats,"Used boat,Diesel",1974,9.6,3.2,PVC,France,104
EUR 39000,39000.00,Sport Boat,Ilver power boats,"Used boat,Unleaded",1985,9.45,3.25,GRP,Italy,42
EUR 39000,39000.00,Center console boat,,"Used boat,Diesel",1992,12.8,3.5,,Italy,104
EUR 39000,39000.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,8.5,2.8,PVC,France,65
EUR 39000,39000.00,Sport Boat,Cranchi power boats,"Used boat,Diesel",2005,8.57,2.83,PVC,France,108
EUR 39000,39000.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.22,2.49,PVC,France,21
EUR 39888,39888.00,Pilothouse,Parker power boats,"new boat from stock,Unleaded",2019,6.6,2.5,GRP,Germany,50
EUR 39800,39800.00,Trawler,,"Used boat,Diesel",1999,8.1,2.5,,Germany,64
EUR 39800,39800.00,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,6.04,2.26,PVC,France,70
CHF 43000,44791.67,"Classic,Runabout",Boesch power boats,"Used boat,Unleaded",1969,6.1,2.16,Wood,Switzerland ,517
EUR 39750,39750.00,Cabin Boat,Biam power boats,Used boat,1995,8.35,2.85,GRP,Netherlands,144
EUR 39642,39642.00,Sport Boat,,new boat from stock,2018,6.4,2.25,Aluminium,Germany,52
EUR 39600,39600.00,Sport Boat,Parker power boats,"new boat from stock,Unleaded",0,6.5,2.55,GRP,Germany,89
CHF 42800,44583.33,Cabin Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.5,2.43,GRP,Switzerland ,183
CHF 42800,44583.33,Fishing Boat,Ocean Master (US) power boats,Used boat,1992,9.24,3.1,GRP,Switzerland ,359
EUR 39590,39590.00,Deck Boat,Karnic power boats,new boat from stock,2019,7.8,2.45,,Italy,118
EUR 39500,39500.00,Sport Boat,Marinello power boats,new boat from stock,2010,6.8,2.49,GRP,Germany,66
EUR 39500,39500.00,Pilothouse,,"Used boat,Diesel",2000,8.6,3,GRP,Portugal,54
EUR 39500,39500.00,Sport Boat,Four Winns power boats,"Used boat,Unleaded",2004,8.46,2.85,GRP,Italy,116
EUR 39500,39500.00,Motor Yacht,Maxum power boats,"Used boat,Unleaded",1999,9.14,3.02,GRP,Croatia,103
EUR 39999,39999.00,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.75,2.54,GRP,Germany,84
EUR 39999,39999.00,Motor Yacht,Four Winns power boats,Used boat,2019,6.1,2.54,GRP,Germany,126
EUR 39990,39990.00,Motor Yacht,Regal power boats,"Used boat,Unleaded",1993,10.5,3.5,,Croatia,62
EUR 39990,39990.00,Bowrider,Sea Ray power boats,new boat from stock,2019,5.94,2.54,,Germany,43
EUR 39990,39990.00,Pilothouse,Jeanneau power boats,"new boat from stock,Unleaded",2020,6.2,2.44,PVC,France,41
EUR 39990,39990.00,Trawler,,Diesel,1979,10.92,3.8,Steel,Germany,107
EUR 39990,39990.00,Trawler,,Diesel,1989,11,3.25,Steel,Germany,155
EUR 39990,39990.00,Trawler,,Diesel,1988,9.8,3,Steel,Germany,127
EUR 39950,39950.00,Sport Boat,,"new boat from stock,Unleaded",2020,8.4,2.8,,Germany,155
EUR 39950,39950.00,Cabin Boat,Skagerrak power boats,"Used boat,Diesel",2002,7.2,2.8,GRP,Netherlands,82
EUR 39922,39922.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,5.52,2.4,PVC,Portugal,38
EUR 39900,39900.00,Sport Boat,Fjord power boats,"Used boat,Diesel",1992,9,3,GRP,Croatia,220
EUR 39900,39900.00,Offshore Boat,Formula power boats,"Used boat,Diesel",1992,8.3,2.5,GRP,Germany,222
EUR 39900,39900.00,Sport Boat,Chaparral power boats,"Used boat,Unleaded",2001,8.38,2.85,GRP,Germany,372
EUR 39900,39900.00,Motor Yacht,Draco power boats,"Used boat,Unleaded",1993,10.85,3.85,GRP,Germany,213
EUR 40999,40999.00,Pilothouse,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.76,2.85,GRP,Germany,208
EUR 40900,40900.00,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,Steel,France,28
EUR 40800,40800.00,Sport Boat,Scarani power boats,Used boat,2005,8.8,3,GRP,Switzerland ,293
EUR 40800,40800.00,Pilothouse,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2019,6.5,2.4,,France,90
CHF 43990,45822.92,Pilothouse,AMT power boats,Display Model,2017,5.5,2.24,GRP,Switzerland ,181
EUR 40687,40687.00,Sport Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,6.65,2.28,GRP,Germany,77
EUR 40650,40650.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2020,5.5,2.29,GRP,Germany,83
CHF 43500,45312.50,Sport Boat,,new boat from stock,2008,5.1,2.3,Hypalon,Switzerland ,93
CHF 43800,45625.00,Sport Boat,Windy Oceancraft power boats,"Used boat,Unleaded",0,6.8,2.45,GRP,Switzerland ,130
EUR 40500,40500.00,Pilothouse,Rhea power boats,"Used boat,Diesel",1999,8.45,2.8,PVC,France,118
EUR 40465,40465.00,Pilothouse,Parker power boats,"Display Model,Unleaded",2019,6.45,2.45,GRP,Germany,76
EUR 40410,40410.00,Bowrider,B2 Marine power boats,"new boat from stock,Unleaded",2020,5.7,2.15,GRP,Germany,114
DKK 299000,40188.17,Trawler,,Used boat,1979,12.48,3.85,Steel,Denmark,242
DKK 299000,40188.17,Sport Boat,Yamarin power boats,new boat from stock,2020,6,2,,Denmark,105
EUR 41900,41900.00,Bowrider,Sea Ray power boats,"new boat from stock,Unleaded",0,5.94,2.54,GRP,Germany,125
EUR 41900,41900.00,Flybridge,Sealine power boats,"Used boat,Diesel",1996,10,3,GRP,Croatia,251
EUR 41900,41900.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,5.23,2.52,PVC,France,51
EUR 41900,41900.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",2019,5.99,2.21,GRP,Germany,82
EUR 41900,41900.00,Pilothouse,Coaster power boats,"Used boat,Unleaded",2018,5.9,2.5,GRP,Germany,155
EUR 41900,41900.00,Sport Boat,Galia power boats,"new boat on order,Unleaded",2020,5.7,2.38,GRP,Germany,64
EUR 41900,41900.00,Center console boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2020,5.56,2.23,Steel,France,29
EUR 41900,41900.00,Sport Boat,Campion power boats,"new boat from stock,Unleaded",2020,6.1,2.34,GRP,Germany,73
EUR 41890,41890.00,Center console boat,Karnic power boats,new boat from stock,2020,6.7,2.45,,Germany,104
EUR 41884,41884.00,Passenger boat,Fibramar power boats,new boat from stock,2020,8,3,PVC,Portugal,144
CHF 44900,46770.83,Sport Boat,Clear power boats,new boat from stock,2013,6.15,2.27,,Switzerland ,168
EUR 41766,41766.00,Deck Boat,BÃ©nÃ©teau power boats,"new boat from stock,Unleaded",2018,6,2,PVC,Spain,54
EUR 41666,41666.00,Cabin Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,7.23,2.55,GRP,Germany,55
CHF 45000,46875.00,"Classic,Runabout",Riva power boats,Used boat,1969,5.7,2.16,Wood,Switzerland ,546
CHF 45000,46875.00,Trawler,Biam power boats,"Used boat,Unleaded",1993,7.76,3.07,GRP,Switzerland ,289
CHF 45000,46875.00,Cabin Boat,Cranchi power boats,"Used boat,Unleaded",1999,7.47,2.5,GRP,Switzerland ,308
EUR 42500,42500.00,Pilothouse,BÃ©nÃ©teau power boats,new boat from stock,2018,5.52,2.4,,Spain,52
EUR 42500,42500.00,Motor Yacht,,"Used boat,Diesel",1979,12.5,3.5,PVC,Netherlands,192
EUR 42500,42500.00,Working Boat,,Used boat,1984,8,3,GRP,Netherlands,77
EUR 42499,42499.00,Deck Boat,Quicksilver (Brunswick Marine) power boats,new boat from stock,2020,7.88,2.55,GRP,Germany,176
CHF 45900,47812.50,Bowrider,Glastron power boats,"Used boat,Unleaded",2018,6.2,2.55,GRP,Switzerland ,246
EUR 42402,42402.00,Sport Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,6.65,2.28,GRP,Germany,62
EUR 42300,42300.00,Deck Boat,Sessa power boats,new boat from stock,2020,7,2.5,GRP,Italy,200
EUR 42300,42300.00,Cabin Boat,Sea Ray power boats,"Used boat,Unleaded",2003,8.2,2.57,GRP,Germany,491
CHF 45700,47604.17,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat from stock,Unleaded",2019,5.73,2.29,GRP,Switzerland ,257
EUR 42270,42270.00,Sport Boat,Sea Ray power boats,"new boat from stock,Unleaded",0,5.99,2.21,GRP,Germany,142
EUR 42200,42200.00,Sport Boat,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.66,2.55,GRP,Germany,66
EUR 42165,42165.00,Deck Boat,Quicksilver power boats,"new boat from stock,Unleaded",0,7.23,2.55,GRP,Germany,60
CHF 46517,48455.21,Sport Boat,Karnic power boats,"new boat from stock,Unleaded",2020,7.15,2.45,GRP,Switzerland ,222
CHF 46500,48437.50,Bowrider,Rinker power boats,"Used boat,Unleaded",2017,6.88,2.49,,Switzerland ,423
EUR 43000,43000.00,Flybridge,Guy Couach power boats,"Used boat,Diesel",1976,12,3.84,GRP,Portugal,102
EUR 43000,43000.00,Sport Boat,Regal power boats,"Used boat,Unleaded",2013,6.7,2.5,GRP,Belgium,621
EUR 43000,43000.00,Pilothouse,Majoni power boats,"Used boat,Diesel",1983,6.99,2.5,GRP,Spain,45
EUR 43000,43000.00,Motor Yacht,Fjord power boats,"Used boat,Diesel",1989,9.85,3.05,GRP,Italy,140
EUR 43000,43000.00,Motor Yacht,Bavaria power boats,"Used boat,Unleaded",2008,8.95,2.95,GRP,Croatia,154
EUR 43000,43000.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,5.23,2.52,PVC,France,43
EUR 43000,43000.00,Sport Boat,Formula power boats,"Used boat,Unleaded",2003,7.92,2.56,GRP,Croatia,60
EUR 43000,43000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2016,6.97,2.84,PVC,France,66
EUR 43000,43000.00,Fishing Boat,Jeanneau power boats,"Used boat,Diesel",2004,9.76,3.16,,France,197
EUR 43000,43000.00,Fishing Boat,,"Used boat,Unleaded",1992,8.1,2.5,GRP,Italy,26
EUR 43000,43000.00,Motor Yacht,Airon Marine power boats,Used boat,2002,9.68,3.02,PVC,France,161
EUR 43000,43000.00,Cabin Boat,,"Used boat,Diesel",2011,7.34,2.78,GRP,Italy,85
EUR 43000,43000.00,Cabin Boat,Myabca power boats,"Used boat,Diesel",1987,8.95,3.5,GRP,Spain,142
EUR 43000,43000.00,Motor Yacht,Bayliner power boats,"Used boat,Diesel",1999,10.2,3.41,GRP,Croatia,704
EUR 44000,44000.00,Bowrider,Starcraft power boats,"Used boat,Unleaded",2012,6.58,2.59,PVC,Spain,48
EUR 44000,44000.00,Motor Yacht,Faeton power boats,"Used boat,Diesel",2003,9.83,3.36,PVC,Spain,126
EUR 44000,44000.00,Center console boat,Kelt power boats,"Used boat,Unleaded",2015,6.98,2.53,PVC,France,41
EUR 44000,44000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,7.48,2.95,PVC,France,63
EUR 44000,44000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2008,7.48,2.95,PVC,France,85
EUR 44000,44000.00,Sport Boat,Rio power boats,"Used boat,Diesel",2001,8.5,2.99,PVC,France,73
EUR 44000,44000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2018,6.48,2.5,PVC,France,100
EUR 44000,44000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2004,9.18,3.1,PVC,France,103
EUR 44000,44000.00,Pontoon Boat,Saver power boats,Used boat,2020,9,2.72,GRP,Italy,167
EUR 44000,44000.00,Sport Boat,Aquador power boats,Used boat,2004,7.7,2.85,,Finland,168
EUR 44000,44000.00,Bowrider,Bayliner power boats,"Used boat,Unleaded",2018,6,2,PVC,Portugal,80
EUR 44000,44000.00,Center console boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2015,7.64,2.73,PVC,France,88
EUR 43999,43999.00,Bowrider,Quicksilver (Brunswick Marine) power boats,"new boat on order,Unleaded",2020,6.48,2.46,GRP,Germany,62
CHF 47500,49479.17,Sport Boat,Sea Ray power boats,"Used boat,Unleaded",2016,6.55,2.55,,Switzerland ,280
EUR 43904,43904.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.23,2.52,PVC,Spain,50
EUR 44900,44900.00,Pilothouse,Lema power boats,"Used boat,Unleaded",2017,6.63,2.48,PVC,France,56
EUR 44900,44900.00,Deck Boat,Jeanneau power boats,"new boat from stock,Unleaded",2019,6.4,2.48,PVC,France,51
EUR 44900,44900.00,Cabin Boat,Allegra power boats,"Used boat,Unleaded",2017,6.35,2.45,GRP,Germany,112
EUR 44900,44900.00,Sport Boat,Faeton power boats,"Used boat,Unleaded",2007,9.15,2.9,PVC,Spain,123
EUR 44900,44900.00,Sport Boat,Galia power boats,"new boat on order,Unleaded",2020,5.7,2.38,GRP,Germany,60
EUR 44900,44900.00,Motor Yacht,Eurocrown power boats,"Used boat,Unleaded",2005,8.13,2.59,GRP,Germany,111
EUR 44900,44900.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.8,2.5,PVC,France,32
EUR 44900,44900.00,Trawler,,Used boat,1975,9.7,3.35,Steel,Netherlands,59
EUR 44900,44900.00,Pilothouse,Quicksilver power boats,Used boat,2015,7.39,2.79,PVC,France,45
EUR 44900,44900.00,Pilothouse,Quicksilver power boats,"Used boat,Unleaded",2015,7.39,2.79,PVC,France,48
CHF 48500,50520.83,"Passenger boat,Working Boat",,"Used boat,Unleaded",2010,9,2.2,Aluminium,Switzerland ,231
CHF 48500,50520.83,Cabin Boat,Viper power boats,"Used boat,Unleaded",2014,6.65,2.3,GRP,Switzerland ,1970
EUR 44839,44839.00,Cabin Boat,Drago Boats power boats,"new boat from stock,Unleaded",0,7.05,2.38,GRP,Germany,80
EUR 44800,44800.00,Trawler,,Used boat,1910,14.5,3.6,Steel,Netherlands,118
EUR 44800,44800.00,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2005,9.5,3,,Spain,102
EUR 45000,45000.00,Sport Boat,Cranchi power boats,"Used boat,Diesel",2007,7.44,2.94,PVC,Portugal,96
EUR 45000,45000.00,Cabin Boat,ManÃ² power boats,"Used boat,Unleaded",2007,8.04,2.95,GRP,Italy,65
EUR 45000,45000.00,"Classic,Runabout",Riva power boats,"Used boat,Unleaded",1962,6.1,1.98,Wood,Italy,245
EUR 45000,45000.00,Pilothouse,BÃ©nÃ©teau power boats,"Used boat,Diesel",2003,8.23,3.1,PVC,France,78
EUR 45000,45000.00,Flybridge,Doqueve power boats,"Used boat,Diesel",1996,11.25,3.6,PVC,Spain,35
EUR 45000,45000.00,Flybridge,,"Used boat,Diesel",1989,9.54,3.1,GRP,Italy,53
EUR 45000,45000.00,Pilothouse,Rodman power boats,"Used boat,Diesel",2005,8.79,3.08,,France,90
EUR 45000,45000.00,Bowrider,Cobalt power boats,"Used boat,Unleaded",2015,8.12,2.59,,Spain,118
EUR 45000,45000.00,Motor Yacht,Sessa power boats,"Used boat,Unleaded",2014,8.58,2.69,,Spain,131
EUR 45000,45000.00,Motor Yacht,Altena power boats,"Used boat,Diesel",1984,11.4,3.4,Steel,Germany,124
EUR 45000,45000.00,Deck Boat,BÃ©nÃ©teau power boats,"Used boat,Unleaded",2019,6.4,2.5,PVC,France,47
